Surname,First Names,Gender,Age,Boarded,Survived,Class
Evans,Mr. Williams,Male,32,Southampton,V,Crew
Taylor,Percy Cornelius,Male,32,Southampton,V,Crew
Backström,Mrs Maria Mathilda,Female,33,Southampton,V,3
Daly,Miss Margaret Marcella,Female,33,Queenstown,S,3
Daniels,Miss Sarah Rebecca,Female,33,Southampton,S,1
Minahan,Miss Daisy E.,Female,33,Queenstown,S,1
Perreault,Miss Mary Anne,Female,33,Southampton,S,1
Quick,Mrs Jane,Female,33,Southampton,S,2
Rosenbaum,Miss Edith Louise,Female,33,Cherbourg,S,1
Rothes,"Lucy Noël Martha, Countess of",Female,33,Southampton,S,1
West,Mrs Ada Mary,Female,33,Southampton,S,2
Andersen,Mr Albert Karvin,Male,33,Southampton,V,3
Carlsson,Mr Frans Olof,Male,33,Southampton,V,1
Drazenovic,Mr Jozef,Male,33,Cherbourg,V,3
Gale,Mr Shadrach,Male,33,Southampton,V,2
Goldsmith,Mr Frank John,Male,33,Southampton,V,3
Hartley,Mr Wallace Henry,Male,33,Southampton,V,2
Hunt,Mr George Henry,Male,33,Southampton,V,2
Ibrahim Shawah,Mr Yousseff,Male,33,Cherbourg,V,3
Johansson,Mr Gustaf Joel,Male,33,Southampton,V,3
Johnson,Mr Malkolm Joackim,Male,33,Southampton,V,3
Karlsson,Mr Julius Konrad Eugen,Male,33,Southampton,V,3
Keeping,Mr Edwin Herbert,Male,33,Southampton,V,1
Markun,Mr Johann,Male,33,Cherbourg,V,3
Renouf,Mr Peter Henry,Male,33,Southampton,V,2
Rheims,Mr George Alexander Lucien,Male,33,Cherbourg,S,1
Sawyer,Mr Frederick Charles,Male,33,Southampton,V,3
Stankovic,Mr Ivan,Male,33,Cherbourg,V,3
Locke,Mr. A.,Male,33,Southampton,V,Crew
Horswill,Mr. Albert Edward James,Male,33,Southampton,S,Crew
Ferrary,Mr. Anton,Male,33,Southampton,V,Crew
Barringer,Mr. Arthur William,Male,33,Belfast,V,Crew
Biddlecombe,Mr. Charles,Male,33,Southampton,V,Crew
Corcoran,Mr. Dennis,Male,33,Southampton,V,Crew
Colgan,Mr. E. Joseph,Male,33,Southampton,S,Crew
Barrett,Mr. Frederick William,Male,33,Southampton,V,Crew
Davies,Mr. Gordon Raleigh,Male,33,Belfast,V,Crew
Broom,Mr. H.,Male,33,Belfast,V,Crew
Christmas,Mr. H.,Male,33,Southampton,V,Crew
Bristow,Mr. Harry,Male,33,Southampton,V,Crew
Klein,Mr. Herbert,Male,33,Southampton,V,Crew
Ransom,Mr. James,Male,33,Belfast,V,Crew
Hesketh,Mr. John Henry,Male,33,Belfast,V,Crew
Poingdestre,Mr. John Thomas,Male,33,Southampton,S,Crew
Scarrott,Mr. Joseph George,Male,33,Southampton,S,Crew
Bazzi,Mr. Narciso,Male,33,Southampton,V,Crew
Davies,Mr. Thomas,Male,33,Southampton,V,Crew
Millar,Mr. Thomas,Male,33,Belfast,V,Crew
Pennal,Mr. Thomas Francis,Male,33,Southampton,V,Crew
Wiltshire,Mr. W.,Male,33,Southampton,V,Crew
Abrams,Mr. William,Male,33,Southampton,V,Crew
Hughes,Mr. William Thomas,Male,33,Southampton,V,Crew
Prichard,Mrs. Alice,Female,33,Belfast,S,Crew
Martin,Mrs. Annie,Female,33,Southampton,S,Crew
Instance,T.,Male,33,Southampton,V,Crew
Hartley,Wallace,Male,33,Southampton,V,Crew
Davison,Mrs Mary Elizabeth,Female,34,Southampton,S,3
Dodge,Mrs Ruth,Female,34,Southampton,S,1
Doling,Mrs Ada Julia Elizabeth,Female,34,Southampton,V,2
Drew,Mrs Maria Louisa Thorne,Female,34,Southampton,S,2
Lahtinen,Mrs Anna Amelia,Female,34,Southampton,V,2
Murphy,Miss Nora,Female,34,Queenstown,S,3
Aldworth,Mr Augustus Henry,Male,34,Southampton,V,2
Beesley,Mr Lawrence,Male,34,Southampton,S,2
Danbom,Mr Ernst Gilbert,Male,34,Southampton,V,3
Finoli,Mr Luigi,Male,34,Southampton,S,3
Hyman,Mr Abraham Joseph,Male,34,Southampton,S,3
Johanson,Mr Jakob Alfred,Male,34,Southampton,V,3
Kantor,Mr Sinai,Male,34,Southampton,V,2
Maisner,Mr Simon,Male,34,Southampton,V,3
Morley,Mr William,Male,34,Southampton,V,3
Seward,Mr Frederic Kimber,Male,34,Southampton,S,1
Theobald,Mr Thomas Leonard,Male,34,Southampton,V,3
Thomas/Tannous,Mr John,Male,34,Cherbourg,V,3
Ware,Mr Frederick,Male,34,Southampton,V,3
Nichols,Mr. A. D.,Male,34,Southampton,V,Crew
Briant,Mr. Albert,Male,34,Southampton,V,Crew
Lane,Mr. Albert Edward,Male,34,Southampton,V,Crew
Allsop,Mr. Alfred Samuel,Male,34,Belfast,V,Crew
Mellor,Mr. Arthur,Male,34,Southampton,V,Crew
Hands,Mr. Bernard,Male,34,Southampton,V,Crew
Mackay,Mr. Charles Donald,Male,34,Belfast,S,Crew
Brown,Mr. Edward,Male,34,Belfast,S,Crew
Ward,Mr. Edward,Male,34,Southampton,V,Crew
McGarvey,Mr. Edward Joseph,Male,34,Southampton,V,Crew
Clench,Mr. Frederick,Male,34,Southampton,S,Crew
Harris,Mr. Frederick,Male,34,Southampton,S,Crew
Beedem,Mr. George Arthur,Male,34,Southampton,V,Crew
Mackie,Mr. George William,Male,34,Southampton,V,Crew
Buckley,Mr. H.E.,Male,34,Southampton,V,Crew
Whittman,Mr. Henry,Male,34,Southampton,V,Crew
Cave,Mr. Herbert,Male,34,Belfast,V,Crew
Harvey,Mr. Herbert Gifford,Male,34,Southampton,V,Crew
Pitman,Mr. Herbert John,Male,34,Belfast,S,Crew
Beattie,Mr. Joseph,Male,34,Belfast,V,Crew
Gill,Mr. Joseph Stanley,Male,34,Belfast,V,Crew
Stafford,Mr. Michael (Albert Briant),Male,34,Southampton,V,Crew
Pook,Mr. P.,Male,34,Belfast,V,Crew
Egg,Mr. W.H.,Male,34,Southampton,V,Crew
Bishop,Mr. Walter Alexander,Male,34,Belfast,V,Crew
Murdock,Mr. William,Male,34,Belfast,S,Crew
Lucas,Mr. William,Male,34,Belfast,S,Crew
Moss,Mr. William,Male,34,Belfast,V,Crew
Becker,Mrs Nellie E.,Female,35,Southampton,S,2
Cameron,Miss Clear Annie,Female,35,Southampton,S,2
Cumings,Mrs Florence Briggs,Female,35,Cherbourg,S,1
Futrelle,Mrs Lily May,Female,35,Southampton,S,1
Gieger,Miss Amalie,Female,35,Southampton,S,1
Harris,Mrs Irene,Female,35,Southampton,S,1
Holverson,Mrs Mary Aline,Female,35,Southampton,S,1
Moussa,Mrs Mantoura Boulos,Female,35,Cherbourg,V,3
Schabert,Mrs Emma,Female,35,Cherbourg,S,1
Ward,Miss Annie Moore,Female,35,Cherbourg,S,1
Wilkinson,Mrs Elizabeth Anne,Female,35,Southampton,S,2
Asim,Mr Adola,Male,35,Southampton,V,3
Brocklebank,Mr William Alfred,Male,35,Southampton,V,3
Cor,Mr Bartol,Male,35,Southampton,V,3
Fynney,Mr Joseph J.,Male,35,Southampton,V,2
Hanna,Mr Mansour,Male,35,Cherbourg,V,3
Johnston,Mr Andrew Emslie,Male,35,Southampton,V,3
Keane,Mr Daniel,Male,35,Queenstown,V,2
Lahtinen,Father William,Male,35,Southampton,V,2
Lesueur,Mr Gustave J.,Male,35,Cherbourg,S,1
Markoff,Mr Marin,Male,35,Southampton,V,3
McGough,Mr James Robert,Male,35,Southampton,S,1
Rintamäki,Mr Matti,Male,35,Southampton,V,3
Silverthorne,Mr Spencer Victor,Male,35,Southampton,S,1
Slemen,Mr Richard James,Male,35,Southampton,V,2
Van Billiard,Mr Austin Blyler,Male,35,Southampton,V,3
Van De Velde,Mr Johannes Josef,Male,35,Southampton,V,3
Crisp,Mr. Albert Hector,Male,35,Belfast,V,Crew
Cunningham,Mr. Andrew,Male,35,Belfast,S,Crew
Burroughs,Mr. Arthur,Male,35,Southampton,V,Crew
Taylor,Mr. C.,Male,35,Southampton,V,Crew
Crumplin,Mr. Charles,Male,35,Belfast,V,Crew
Parsons,Mr. Edward,Male,35,Southampton,V,Crew
Valvassori,Mr. Ettore Luigi,Male,35,Southampton,V,Crew
Donoghue,Mr. Frank,Male,35,Belfast,V,Crew
Hinckley,Mr. George,Male,35,Southampton,V,Crew
Barrow,Mr. Harry,Male,35,Southampton,V,Crew
Slight,Mr. Harry John,Male,35,Southampton,V,Crew
Jukes,Mr. James,Male,35,Southampton,V,Crew
Williamson,Mr. James Bertram,Male,35,Southampton,V,Crew
Smith,Mr. James Muil,Male,35,Southampton,V,Crew
Voegelin-Dubach,Mr. Johannes,Male,35,Southampton,V,Crew
Noon,Mr. John,Male,35,Southampton,V,Crew
Boyd,Mr. John,Male,35,Southampton,V,Crew
Puzey,Mr. John E.,Male,35,Belfast,V,Crew
Smith,"Mr. John Richard ""Jago""",Male,35,Southampton,V,Crew
Akerman,Mr. Joseph Francis,Male,35,Southampton,V,Crew
Lefebvre,Mr. Paul Georges,Male,35,Southampton,V,Crew
Roberts,Mr. Robert George,Male,35,Southampton,V,Crew
Collins,Mr. Samuel,Male,35,Southampton,S,Crew
Warwick,Mr. Thomas,Male,35,Southampton,V,Crew
Major,Mr. Thomas Edgar,Male,35,Belfast,V,Crew
Ennis,Mr. Walter,Male,35,Southampton,V,Crew
Nichols,Mr. Walter Henry,Male,35,Southampton,S,Crew
Phillips,Mr. Walter John,Male,35,Southampton,V,Crew
Lake,Mr. William,Male,35,Belfast,V,Crew
Janaway,Mr. William Frank,Male,35,Belfast,V,Crew
Wallis,Mrs. Catherine Jane,Female,35,Southampton,V,Crew
Angle,Mrs Florence Agnes,Female,36,Southampton,S,2
Balls,Mrs Ada E.,Female,36,Southampton,S,2
Buss,Miss Kate,Female,36,Southampton,S,2
Carter,Mrs Lucile,Female,36,Southampton,S,1
Cassebeer,Mrs Eleanor Genevieve,Female,36,Cherbourg,S,1
Chaudanson,Miss Victorine (Maid to Mrs Emily Ryerson),Female,36,Cherbourg,S,1
Coutts,Mrs Winnie,Female,36,Southampton,S,3
De Messemaeker,Mrs Anna,Female,36,Southampton,S,3
Evans,Miss Edith Corse,Female,36,Cherbourg,V,1
Johnston,Mrs Eliza,Female,36,Southampton,V,3
Klasén,Mrs Hulda Kristina Eugenia,Female,36,Southampton,V,3
Wallcroft,Miss Ellen “Nellie”,Female,36,Southampton,S,2
Young,Miss Marie Grice,Female,36,Cherbourg,S,1
Beattie,Mr Thomson,Male,36,Southampton,V,1
Cardeza,Mr Thomas Drake Martinez,Male,36,Cherbourg,S,1
Carter,Mr William Ernest,Male,36,Southampton,S,1
Cavendish,Mr Tyrell William,Male,36,Southampton,V,1
Chapman,Mr John Henry,Male,36,Southampton,V,2
Coltcheff,Mr Peju,Male,36,Southampton,V,3
De Messemaeker,Mr Guillaume Joseph,Male,36,Southampton,S,3
Flynn,Mr John Irwin,Male,36,Southampton,S,1
Hocking,Mr Samuel James Metcalfe,Male,36,Southampton,V,2
Lévy,Mr René Jacques,Male,36,Southampton,V,2
Lindell,Mr Edvard Bengtsson,Male,36,Southampton,S,3
Maybery,Mr Frank Hubert,Male,36,Southampton,V,2
Nancarrow,Mr William Henry,Male,36,Southampton,V,3
Natsch,Mr Charles,Male,36,Cherbourg,V,1
Oviés Y Rodríguez,Mr Servando José Florentino,Male,36,Cherbourg,V,1
Reeves,Mr David,Male,36,Southampton,V,2
Ross,Mr John Hugo,Male,36,Southampton,V,1
Shannon,Mr Andrew John,Male,36,Southampton,V,3
Thompson,Mr Alexander Morrison,Male,36,Southampton,V,3
Thorneycroft,Mr Percival,Male,36,Southampton,V,3
Turcin,Mr Stjepan,Male,36,Southampton,V,3
Van Impe,Mr Jean Baptiste,Male,36,Southampton,V,3
West,Mr Edwy Arthur,Male,36,Southampton,V,2
Wittevrongel,Mr Camilius Aloysius,Male,36,Southampton,V,3
Crawford,Mr. Alfred,Male,36,Belfast,S,Crew
Veal,Mr. Arthur,Male,36,Southampton,V,Crew
Othen,Mr. Charles,Male,36,Southampton,S,Crew
Archer,Mr. Ernest Edward,Male,36,Southampton,S,Crew
Roberts,Mr. Frank John,Male,36,Belfast,V,Crew
McCarthy,Mr. Frederick,Male,36,Southampton,V,Crew
Godwin,Mr. Frederick Charles,Male,36,Southampton,V,Crew
Wormald,Mr. Frederick William,Male,36,Southampton,V,Crew
Feltham,Mr. G.,Male,36,Southampton,V,Crew
Barlow,Mr. George,Male,36,Southampton,V,Crew
Rickman,Mr. George Albert,Male,36,Southampton,V,Crew
Chisnall,Mr. George Alexander,Male,36,Belfast,V,Crew
Hosking,Mr. George Fox,Male,36,Southampton,V,Crew
Bailey,Mr. George Francis,Male,36,Belfast,V,Crew
Hill,Mr. H.P.,Male,36,Southampton,V,Crew
Sparkman,Mr. Henry,Male,36,Southampton,S,Crew
Ross,Mr. Horace Leopold,Male,36,Southampton,S,Crew
Gibbons,Mr. Jacob William,Male,36,Southampton,S,Crew
Boyes,Mr. John Henry,Male,36,Belfast,V,Crew
Dolby,Mr. Joseph,Male,36,Belfast,V,Crew
Deslands,Mr. Percival Stainer,Male,36,Southampton,V,Crew
Wareham,Mr. Robert Arthur,Male,36,Southampton,V,Crew
Allan,Mr. Robert Spencer,Male,36,Southampton,V,Crew
Mantle,Mr. Roland Frederick,Male,36,Southampton,V,Crew
Blake,Mr. Thomas,Male,36,Southampton,V,Crew
McCawley,Mr. Thomas W.,Male,36,Belfast,V,Crew
Dickson,Mr. W.,Male,36,Southampton,V,Crew
Boothby,Mr. W.,Male,36,Southampton,V,Crew
Long,Mr. William,Male,36,Southampton,V,Crew
Ward,Mr. William,Male,36,Southampton,S,Crew
Hine,Mr. William Edward,Male,36,Southampton,V,Crew
Rattonbury,Mr. William Henry,Male,36,Belfast,V,Crew
Laitinen,Miss Kristina Sofia,Female,37,Southampton,V,3
Minahan,Mrs Lillian E.,Female,37,Queenstown,S,1
Webber,Miss Susan,Female,37,Southampton,S,2
Weisz,Mrs Mathilde Françoise,Female,37,Southampton,S,2
Beckwith,Mr Richard Leonard,Male,37,Southampton,S,1
Brereton,Mr George Andrew,Male,37,Southampton,S,1
Colley,Mr Edward Pomeroy,Male,37,Southampton,V,1
Compton,Mr Alexander Taylor Jr,Male,37,Cherbourg,V,1
Estanislau,Mr Manuel Gonçalves,Male,37,Southampton,V,3
Franklin,Mr Thomas Parnham,Male,37,Southampton,V,1
Futrelle,Mr Jacques Heath,Male,37,Southampton,V,1
Gustafsson,Mr Anders Vilhelm,Male,37,Southampton,V,3
Harrington,Mr Charles Henry,Male,37,Southampton,V,1
Smiljanic,Mr Mile,Male,37,Southampton,V,3
Weisz,Mr Léopold,Male,37,Southampton,V,2
Willer,Mr Aaron,Male,37,Cherbourg,V,3
Simpson,Dr. John Edward,Male,37,Southampton,V,Crew
Foster,Mr. A.,Male,37,Southampton,V,Crew
Whitford,Mr. A.H.,Male,37,Southampton,V,Crew
Frost,"Mr. Anthony Wood ""Artie""",Male,37,Belfast,V,Crew
White,Mr. Arthur,Male,37,Southampton,V,Crew
Hogg,Mr. Charles William,Male,37,Southampton,V,Crew
Castleman,Mr. Edward,Male,37,Southampton,V,Crew
Barker,Mr. Ernest T.,Male,37,Southampton,V,Crew
Ford,Mr. F.,Male,37,Southampton,V,Crew
Kenchenten,Mr. Frederick,Male,37,Southampton,V,Crew
Barnes,Mr. Frederick,Male,37,Southampton,V,Crew
Edge,Mr. Frederick William,Male,37,Southampton,V,Crew
Gatti,"Mr. Gaspare Antonio Pietro ""Luigi""",Male,37,Southampton,V,Crew
McElroy,Mr. Hugh Walter,Male,37,Southampton,V,Crew
Widgery,Mr. James G.,Male,37,Southampton,S,Crew
Hardy,Mr. John T.,Male,37,Belfast,S,Crew
Turley,Mr. Richard,Male,37,Southampton,V,Crew
Carr,Mr. Richard Stephen,Male,37,Southampton,V,Crew
Hewett,Mr. Thomas,Male,37,Belfast,V,Crew
Kirkaldy,Mr. Thomas,Male,37,Southampton,V,Crew
Perkis,Mr. Walter John,Male,37,Belfast,S,Crew
Jarvis,Mr. William,Male,37,Southampton,V,Crew
Gwinn,Mr. William Logan,Male,37,Southampton,V,Crew
Faulkner,Mr. William Stephen,Male,37,Belfast,S,Crew
Andersson,Miss Ida Augusta Margareta,Female,38,Southampton,V,3
Asplund,Mrs Selma Augusta Emilia,Female,38,Southampton,S,3
Funk,Miss Annie Clemmer,Female,38,Southampton,V,2
George/Joseph,Mrs Shawneene,Female,38,Cherbourg,S,3
Thorne,Miss Gertrude Maybelle,Female,38,Cherbourg,S,1
Allen,Mr William Henry,Male,38,Southampton,V,3
Cacic,Mr Luka,Male,38,Southampton,V,3
Dooly,Mr Patrick,Male,38,Queenstown,V,3
Everett,Mr Thomas James,Male,38,Southampton,V,3
Fox,Mr Stanley Harrington,Male,38,Southampton,V,2
Frost,Mr Anthony Wood,Male,38,Belfast,V,2
Gale,Mr Harry,Male,38,Southampton,V,2
Graham,Mr George Edward,Male,38,Southampton,V,1
Hoyt,Mr Frederick Maxfield,Male,38,Southampton,S,1
Lam,Mr Ali,Male,38,Southampton,S,3
Morley,Mr Henry Samuel,Male,38,Southampton,V,2
Otter,Mr Richard,Male,38,Southampton,V,2
Rekic,Mr Tido,Male,38,Southampton,V,3
Reuchlin,Mr Jonkheer Johan George,Male,38,Cherbourg,V,1
Best,Mr. Alfred,Male,38,Belfast,V,Crew
Jones,Mr. Arthur Ernest,Male,38,Southampton,V,Crew
Coombs,Mr. Augustus Charles,Male,38,Southampton,V,Crew
Lydiatt,Mr. Charles,Male,38,Southampton,V,Crew
Smith,Mr. Charles Edward,Male,38,Southampton,V,Crew
Edwards,Mr. Clement,Male,38,Southampton,V,Crew
Dodd,Mr. Edward Charles,Male,38,Belfast,V,Crew
Hendy,Mr. Edward Martin,Male,38,Belfast,V,Crew
Hall,Mr. F.A.J.,Male,38,Southampton,V,Crew
Godley,Mr. George,Male,38,Southampton,S,Crew
Yearsley,Mr. Harry,Male,38,Southampton,S,Crew
Fairall,Mr. Henry,Male,38,Belfast,V,Crew
Keegan,Mr. James,Male,38,Southampton,V,Crew
Hawkesworth,Mr. James,Male,38,Southampton,V,Crew
Hill,Mr. James Colston,Male,38,Belfast,V,Crew
Lovell,Mr. John,Male,38,Southampton,V,Crew
Smillie,Mr. John,Male,38,Belfast,V,Crew
McCubbin,Mr. Lee,Male,38,Southampton,V,Crew
Joas,Mr. N.,Male,38,Southampton,V,Crew
Gill,Mr. Patrick,Male,38,Southampton,V,Crew
Ward,Mr. Percy T.,Male,38,Southampton,V,Crew
McInerney,Mr. Thomas,Male,38,Southampton,V,Crew
Threlfall,Mr. Thomas,Male,38,Southampton,S,Crew
Veal,Mr. Thomas H.E.,Male,38,Southampton,V,Crew
McAndrew,Mr. Thomas Patrick,Male,38,Southampton,V,Crew
Ferris,Mr. William,Male,38,Southampton,V,Crew
McCastlen,Mr. William,Male,38,Southampton,V,Crew
House,Mr. William,Male,38,Belfast,V,Crew
Hawkesworth,Mr. William Walter,Male,38,Southampton,V,Crew
Lightoller,"Sub-Lieutenant Charles Herbert, RNR",Male,38,Belfast,S,Crew
Abbott,Mrs Rhoda Mary “Rosa”,Female,39,Southampton,S,3
Andersson,Mrs Alfrida Konstantia Brogren,Female,39,Southampton,V,3
Bessette,Miss Nellie Mayo,Female,39,Cherbourg,S,1
Compton,Miss Sara Rebecca,Female,39,Cherbourg,S,1
Crosby,Miss Harriette Rebecca,Female,39,Southampton,S,1
Endres,Miss Caroline Louise,Female,39,Cherbourg,S,1
Garside,Miss Ethel,Female,39,Southampton,S,2
Icard,Miss Rose Amélie,Female,39,Southampton,S,1
Oliva Y Ocana,Doña Fermina,Female,39,Cherbourg,S,1
Rice,Mrs Margaret,Female,39,Queenstown,V,3
Silvey,Mrs Alice Gray,Female,39,Cherbourg,S,1
Smith,Miss Marion Elsie,Female,39,Southampton,S,2
Spedden,Mrs Margaretta Corning “Daisy”,Female,39,Cherbourg,S,1
Taussig,Mrs Tillie,Female,39,Southampton,S,1
Thayer,Mrs Marian Longstreth,Female,39,Cherbourg,S,1
Andersson,Mr Anders Johan,Male,39,Southampton,V,3
Andrews,Mr Thomas,Male,39,Belfast,V,1
Blank,Mr Henry,Male,39,Cherbourg,S,1
Cumings,Mr John Bradley,Male,39,Cherbourg,V,1
Dulles,Mr William Crothers,Male,39,Cherbourg,V,1
Fry,Mr Richard (Valet to Mr Joseph Bruce Ismay),Male,39,Southampton,V,1
Harper,Reverend John,Male,39,Southampton,V,2
Joseph (Shahin),Mr Elias,Male,39,Cherbourg,V,3
Karun,Mr Franz,Male,39,Cherbourg,S,3
Keefe,Mr Arthur,Male,39,Southampton,V,3
Knight,Mr Robert,Male,39,Belfast,V,2
Niskänen,Mr Juha,Male,39,Southampton,S,3
Pernot,Mr René,Male,39,Cherbourg,V,2
Rood,Mr Hugh Roscoe,Male,39,Southampton,V,1
Uruchurtu,Don. Manuel Ramirez,Male,39,Cherbourg,V,1
Wilde,"Lieutenant Henry Tingle, RNR",Male,39,Southampton,V,Crew
Murdoch,"Lieutenant William McMaster, RNR",Male,39,Belfast,V,Crew
Lavington,Miss Bessie,Female,39,Southampton,S,Crew
Wildebank,Mr. Alfred E.,Male,39,Southampton,S,Crew
Moore,Mr. Alfred Ernest,Male,39,Southampton,V,Crew
Wardner,Mr. Frederick Albert,Male,39,Southampton,V,Crew
Pelham,Mr. George,Male,39,Southampton,S,Crew
Mason,Mr. James,Male,39,Southampton,V,Crew
Shea,Mr. John,Male,39,Belfast,V,Crew
Harrison,Mr. Norman,Male,39,Belfast,V,Crew
Bradley,Mr. Patrick Joseph,Male,39,Southampton,V,Crew
Knight,Mr. Robert J.,Male,39,Belfast,V,Crew
Nicholls,Mr. Sidney,Male,39,Southampton,V,Crew
Davis,Mr. Stephen James,Male,39,Southampton,V,Crew
Knowles,Mr. Thomas,Male,39,Southampton,S,Crew
Andrews,Mr. Thomas,Male,39,Belfast,V,Crew
O'Connor,Mr. Thomas Peter,Male,39,Belfast,V,Crew
Cross,Mr. W.,Male,39,Southampton,V,Crew
Harder,Mr. William,Male,39,Southampton,S,Crew
Clark,Mr. William,Male,39,Southampton,S,Crew
Perrin,Mr. William Charles,Male,39,Southampton,V,Crew
Bessant,Mr. William Edward,Male,39,Southampton,V,Crew
Farquharson,Mr. William Edward,Male,39,Southampton,V,Crew
Ahlin,Mrs Johanna Persdotter,Female,40,Southampton,V,3
Bourke,Miss Mary,Female,40,Queenstown,V,3
Brown,Mrs Elizabeth Catherine,Female,40,Southampton,S,2
Būlus,Mrs Sultānah,Female,40,Cherbourg,V,3
Byström,Mrs Karolina,Female,40,Southampton,V,2
Goldenberg,Mrs Nella,Female,40,Cherbourg,S,1
Kenyon,Mrs Marion Estelle,Female,40,Southampton,S,1
Lefebvre,Mrs Frances Marie,Female,40,Southampton,V,3
Shutes,Miss Elizabeth Weed,Female,40,Southampton,S,1
Watt,Mrs Elizabeth,Female,40,Southampton,S,2
Asplund,Mr Carl Oscar Vilhelm Gustafsson,Male,40,Southampton,V,3
Badt,Mr Mohamed,Male,40,Cherbourg,V,3
Clifford,Mr George Quincy,Male,40,Southampton,V,1
Connaughton,Mr Michael,Male,40,Queenstown,V,3
Green,Mr George,Male,40,Southampton,V,3
Homer,Mr Harry,Male,40,Southampton,S,1
Partner,Mr Austin,Male,40,Southampton,V,1
Samaan,Mr Hanna Elias,Male,40,Cherbourg,V,3
Simmons,Mr John,Male,40,Southampton,V,3
Sivic,Mr Husein,Male,40,Southampton,V,3
Skoog,Mr Wilhelm Johansson,Male,40,Southampton,V,3
Veal,Mr James,Male,40,Southampton,V,2
Littlejohn,Mr. Alexander James,Male,40,Belfast,S,Crew
Witcher,Mr. Alfred,Male,40,Southampton,V,Crew
Self,Mr. Alfred Henry,Male,40,Southampton,V,Crew
Harrison,Mr. Aragon D.,Male,40,Southampton,S,Crew
Scott,Mr. Archibald,Male,40,Southampton,V,Crew
Proctor,Mr. Charles,Male,40,Belfast,V,Crew
Kaspar,Mr. Franz V.,Male,40,Southampton,S,Crew
Witt,Mr. Henry Dennis,Male,40,Southampton,V,Crew
Roberts,Mr. Hugh H.,Male,40,Southampton,V,Crew
Canner,Mr. J.,Male,40,Southampton,V,Crew
Orr,Mr. J.,Male,40,Southampton,V,Crew
Wood,Mr. J.T.,Male,40,Southampton,V,Crew
Anderson,Mr. James,Male,40,Southampton,S,Crew
Barker,Mr. Reginald Lomond,Male,40,Belfast,V,Crew
Hopkins,Mr. Robert John,Male,40,Southampton,S,Crew
Chisholm,Mr. Roderick Robert Crispin,Male,40,Belfast,V,Crew
Small,Mr. William,Male,40,Southampton,V,Crew
Wright,Mr. William,Male,40,Southampton,S,Crew
Bond,Mr. William John,Male,40,Belfast,V,Crew
McLaren,Mrs.,Female,40,Southampton,S,Crew
Robinson,Mrs. Annie,Female,40,Southampton,S,Crew
Burns,Miss Elizabeth Margaret,Female,41,Cherbourg,S,1
Connolly,Miss Kate,Female,41,Queenstown,V,3
Mellinger,Mrs Elizabeth Anne,Female,41,Southampton,S,2
Panula,Mrs Maija Emelia Abrahamintytar,Female,41,Southampton,V,3
Rosblom,Mrs Helena Wilhelmina,Female,41,Southampton,V,3
Brady,Mr John Bertram,Male,41,Southampton,V,1
Faunthorpe,Mr Harry Bartram,Male,41,Southampton,V,2
Goldsmith,Mr Nathan,Male,41,Southampton,V,3
Hansen,Mr Claus Peter,Male,41,Southampton,V,3
Hosono,Mr Masabumi,Male,41,Southampton,S,2
Kenyon,Mr Frederick Roland,Male,41,Southampton,V,1
Klaber,Mr Herman,Male,41,Southampton,V,1
Nirva,Mr Iisakki Antino äijö,Male,41,Southampton,V,3
Peruschitz,Father Josef,Male,41,Southampton,V,2
Törber,Mr Ernst Wilhelm,Male,41,Southampton,V,3
Bright,Mr. Arthur John,Male,41,Southampton,S,Crew
Hurst,Mr. Charles,Male,41,Southampton,V,Crew
Black,Mr. D.,Male,41,Southampton,V,Crew
Hamblyn,Mr. Ernest William,Male,41,Southampton,V,Crew
Allsop,Mr. Frank Richard,Male,41,Southampton,V,Crew
Woodford,Mr. Frederick,Male,41,Southampton,V,Crew
Green,Mr. George,Male,41,Southampton,V,Crew
Snellgrove,Mr. George,Male,41,Southampton,V,Crew
Jenner,Mr. Harry,Male,41,Belfast,V,Crew
Etches,Mr. Henry Samuel,Male,41,Belfast,S,Crew
Johnston,Mr. James,Male,41,Belfast,S,Crew
Anderson,Mr. John,Male,41,Southampton,S,Crew
Woody,Mr. Oscar Scott,Male,41,Southampton,V,Crew
Samuel,Mr. Owen Wilmore,Male,41,Southampton,V,Crew
Lee,Mr. Reginald Robinson,Male,41,Southampton,S,Crew
Triggs,Mr. Robert,Male,41,Southampton,S,Crew
Wynn,Mr. Walter,Male,41,Belfast,S,Crew
Dunford,Mr. William,Male,41,Southampton,V,Crew
Leather,Mrs. Elizabeth May,Female,41,Southampton,S,Crew
Roberts,Mrs. Mary Kezziah (née Humphrys),Female,41,Southampton,S,Crew
Fleming,Miss Margaret (Maid to Mr & Mrs Thayer),Female,42,Cherbourg,S,1
Frauenthal,Mrs Clara,Female,42,Southampton,S,1
Louch,Mrs Alice Adelaide,Female,42,Southampton,V,2
McGowan,Miss Catherine,Female,42,Queenstown,V,3
Abbing,Mr Anthony,Male,42,Southampton,V,3
Borebank,Mr John James,Male,42,Southampton,V,1
Bourke,Mr John,Male,42,Queenstown,V,3
Bowenur,Mr Solomon,Male,42,Southampton,V,2
Byles,Father Thomas Roussel Davids,Male,42,Southampton,V,2
Calderhead,Mr Edward Pennington,Male,42,Southampton,S,1
Dimic,Mr Jovan,Male,42,Southampton,V,3
Drew,Mr James Vivian,Male,42,Southampton,V,2
